protein, rna
NP_001318491.1, NM_001342876.1
NP_196253.2, NM_120718.4
NP_198053.1, NM_122583.1
NP_001325344.1, NM_001336220.1
NP_180526.1, NM_128519.6
NP_567175.2, NM_116261.4
NP_850136.1, NM_179805.2
NP_973561.1, NM_201832.1
NP_001031685.1, NM_001036608.1
NP_001329852.1, NM_001340554.1
NP_192454.1, NM_116784.4
NP_193841.2, NM_118227.4
NP_849415.1, NM_179084.2
NP_001331908.1, NM_001345474.1
NP_189546.1, NM_113825.4
NP_198777.1, NM_123323.3
NP_200951.1, NM_125536.4
NP_568182.2, NM_120850.4
NP_850789.1, NM_180458.1
NP_001323411.1, NM_001331548.1
NP_172033.1, NM_100421.2
NP_180770.1, NM_128770.3
NP_193222.1, NM_117572.2
NP_001031128.1, NM_001036051.4
NP_001322889.1, NM_001333013.1
NP_974612.1, NM_202883.3
NP_197501.1, NM_122008.3
NP_197502.1, NM_122009.4
NP_200319.1, NM_124890.1
NP_200330.1, NM_124901.5
NP_001190529.1, NM_001203600.1
NP_001190530.1, NM_001203601.1
NP_200158.2, NM_124725.5
NP_181089.1, NM_129098.1
NP_181142.1, NM_129157.3
NP_196250.1, NM_120715.3
NP_566395.1, NM_111997.3
NP_001324075.1, NM_001336118.1
NP_001324076.1, NM_001336119.1
NP_180318.1, NM_128309.4
NP_850102.1, NM_179771.3
NP_001324868.1, NM_001337189.1
NP_001326344.1, NM_001340116.1
NP_182161.3, NM_130202.4
NP_191726.1, NM_116032.4
NP_001328067.1, NM_001342189.1
NP_195024.1, NM_119452.4
NP_001320024.1, NM_001341499.1
NP_001328317.1, NM_001340525.1
NP_193887.1, NM_118276.4
NP_567281.2, NM_116739.4
NP_974513.1, NM_202784.3
NP_974585.1, NM_202856.3
NP_001330709.1, NM_001345105.1
NP_200318.1, NM_124889.5
NP_567761.1, NM_118825.3
NP_849452.1, NM_179121.3
NP_849453.1, NM_179122.1
NP_001329059.1, NM_001341694.1
NP_001329060.1, NM_001341693.1
NP_001329061.1, NM_001341692.1
NP_001329062.1, NM_001341691.1
NP_194199.4, NM_118601.5
NP_001078028.1, NM_001084559.1
NP_001323814.1, NM_001336819.1
NP_181536.3, NM_129565.5
NP_001078027.1, NM_001084558.3
NP_001154405.1, NM_001160933.1
NP_001154406.1, NM_001160934.1
NP_001154407.1, NM_001160935.1
NP_001325004.1, NM_001336817.1
NP_565920.2, NM_129560.4
NP_849776.2, NM_179445.2
NP_973643.1, NM_201914.3
NP_973980.4, NM_202251.5
NP_001321077.1, NM_001332677.1
NP_564233.1, NM_102349.4
NP_566102.1, NM_130317.3
NP_173670.2, NM_102103.3
NP_001031946.1, NM_001036869.2
NP_001184948.1, NM_001198019.2
NP_001319484.1, NM_001337614.1
NP_001323424.1, NM_001331834.1
NP_001327832.1, NM_001337615.1
NP_001330545.1, NM_001343979.1
NP_001330546.1, NM_001343981.1
NP_001330547.1, NM_001343980.1
NP_172418.2, NM_100818.5
NP_566262.1, NM_111457.2
NP_568487.1, NM_122559.2
NP_683289.2, NM_148448.2
NP_974840.1, NM_203111.2
NP_001030774.1, NM_001035697.2
NP_001030776.2, NM_001035699.2
NP_001320452.1, NM_001332054.1
NP_001320453.1, NM_001332053.1
NP_001327170.1, NM_001338833.1
NP_001327171.1, NM_001338834.1
NP_172746.2, NM_101157.3
NP_189309.2, NM_113586.4
NP_001322029.1, NM_001331304.1
NP_001322030.1, NM_001331305.1
NP_001322031.1, NM_001331306.1
NP_171681.3, NM_100059.3
NP_001077545.1, NM_001084076.1
NP_001185007.1, NM_001198078.1
NP_001322724.1, NM_001335020.1
NP_563988.1, NM_101469.1
NP_565247.1, NM_106738.2
NP_177118.1, NM_105628.2
NP_189534.1, NM_113813.4
NP_197025.1, NM_121525.4
NP_200856.2, NM_125441.2
NP_568570.1, NM_123338.3
NP_001030877.1, NM_001035800.1
NP_001323627.1, NM_001336938.1
NP_001323628.1, NM_001336940.1
NP_001323629.1, NM_001336939.1
NP_001323630.1, NM_001336941.1
NP_001323631.1, NM_001336942.1
NP_001323632.1, NM_001336943.1
NP_001323633.1, NM_001336944.1
NP_001323634.1, NM_001336945.1
NP_001325466.1, NM_001339877.1
NP_565961.1, NM_129752.5
NP_567051.1, NM_115615.3
NP_001330534.1, NM_001342636.1
NP_174297.1, NM_102744.3
NP_195817.1, NM_120275.6
NP_565700.1, NM_128605.3
NP_001325198.1, NM_001335939.1
NP_029729.1, NM_128712.2
NP_176139.1, NM_104623.3
NP_180032.2, NM_128017.3
NP_180581.1, NM_128575.2
NP_180590.1, NM_128584.2
NP_180712.1, NM_128711.2
NP_181554.1, NM_129583.2
NP_563774.1, NM_100572.3
NP_001031895.1, NM_001036818.2
NP_001318580.1, NM_001343483.1
NP_001331504.1, NM_001343484.1
NP_197225.1, NM_121729.3
NP_001189971.1, NM_001203042.1
NP_189183.2, NM_113453.3
NP_197104.1, NM_121605.3
NP_974360.1, NM_202631.2
NP_564617.1, NM_104169.4
NP_564769.1, NM_104787.3
NP_566516.1, NM_112416.4
NP_567774.1, NM_118878.4
NP_189674.1, NM_113954.2
NP_197087.1, NM_121588.3
NP_198696.1, NM_123241.3
NP_174523.2, NM_102980.4
NP_193899.2, NM_118288.4
NP_001190604.1, NM_001203675.1
NP_190414.1, NM_114703.2
NP_201131.1, NM_125721.3
NP_973988.1, NM_202259.1
NP_567104.1, NM_115941.4
NP_567151.1, NM_116227.4
NP_001321943.1, NM_001334463.1
NP_177218.3, NM_105729.6
NP_001319375.1, NM_001334596.1
NP_177487.2, NM_106004.4
NP_177488.2, NM_106005.4
NP_188402.1, NM_112656.5
NP_001327524.1, NM_001338562.1
NP_001327525.1, NM_001338561.1
NP_001327526.1, NM_001338563.1
NP_188849.3, NM_113107.7
NP_001332207.1, NM_001345304.1
NP_200659.2, NM_125237.4
NP_001324816.1, NM_001335847.1
NP_179919.1, NM_127902.6
NP_197360.2, NM_121864.4
NP_850846.1, NM_180515.2
NP_001077571.1, NM_001084102.1
NP_001322011.1, NM_001332479.1
NP_001322012.1, NM_001332478.1
NP_001322013.1, NM_001332481.1
NP_001322014.1, NM_001332480.1
NP_001322015.1, NM_001332477.1
NP_001327248.1, NM_001337835.1
NP_173516.1, NM_101945.4
NP_187573.1, NM_111796.1
NP_001322665.1, NM_001333776.1
NP_001323273.1, NM_001334483.1
NP_177256.4, NM_105769.5
NP_564717.1, NM_104509.4
NP_001327483.1, NM_001340150.1
NP_175238.2, NM_103700.4
NP_191785.1, NM_116091.4
NP_850737.1, NM_180406.1
NP_001323297.1, NM_001332534.1
NP_173625.1, NM_102056.4
NP_001319268.1, NM_001333840.1
NP_001319269.1, NM_001333839.1
NP_001322289.1, NM_001333843.1
NP_001322290.1, NM_001333841.1
NP_001322291.1, NM_001333842.1
NP_172480.2, NM_100883.3
NP_683440.2, NM_148599.4
NP_001118477.4, NM_001125005.5
NP_001319281.1, NM_001333947.1
NP_001323979.1, NM_001336779.1
NP_001323980.1, NM_001336780.1
NP_176323.1, NM_104809.2
NP_001031161.1, NM_001036084.2
NP_175355.1, NM_103820.4
NP_175638.1, NM_104107.3
NP_188231.1, NM_112480.4
NP_188512.1, NM_112768.3
NP_001032031.1, NM_001036954.1
NP_001326895.1, NM_001337744.1
NP_001326896.1, NM_001337745.1
NP_199627.1, NM_124190.4
NP_566320.1, NM_111657.4
NP_001030616.1, NM_001035539.1
NP_180566.1, NM_128560.3
NP_186783.1, NM_111000.3
NP_001030852.1, NM_001035775.2
NP_001189699.1, NM_001202770.1
NP_180434.2, NM_128427.3
NP_181275.2, NM_129294.4
NP_190921.2, NM_115213.4
NP_001190153.1, NM_001203224.2
NP_001319688.1, NM_001339202.1
NP_001326526.1, NM_001340100.1
NP_001326527.1, NM_001340101.1
NP_001326528.1, NM_001340102.1
NP_001326529.1, NM_001340103.1
NP_001326893.1, NM_001339203.1
NP_566354.1, NM_111809.5
NP_566878.1, NM_114397.2
NP_567114.1, NM_116010.1
NP_172696.1, NM_101104.4
NP_182061.1, NM_130099.2
NP_191637.1, NM_115942.2
NP_001319450.1, NM_001337401.1
NP_001325841.1, NM_001337403.1
NP_001325842.1, NM_001337402.1
NP_186886.2, NM_111104.3
NP_191295.4, NM_115596.6
NP_001031578.1, NM_001036501.2
NP_181939.1, NM_129974.1
NP_192169.1, NM_116494.5
NP_973686.1, NM_201957.2
NP_197529.1, NM_122036.5
NP_200732.2, NM_125314.5
NP_001318565.1, NM_001343392.1
NP_001321589.1, NM_001331629.1
NP_001321590.1, NM_001331628.1
NP_001323509.1, NM_001336312.1
NP_001323510.1, NM_001336310.1
NP_001323511.1, NM_001336311.1
NP_563766.3, NM_100523.6
NP_568311.2, NM_121529.2
NP_850156.1, NM_179825.3
NP_001190915.1, NM_001203986.2
NP_001319046.1, NM_001332414.1
NP_195201.1, NM_119641.4
NP_196660.1, NM_121137.3
NP_565113.1, NM_106211.2
NP_001331975.1, NM_001342918.1
NP_001331976.1, NM_001342919.1
NP_001331977.1, NM_001342917.1
NP_180584.1, NM_128578.4
NP_181381.2, NM_129404.4
NP_196327.1, NM_120792.2
NP_974746.1, NM_203017.2
NP_001328320.1, NM_001341643.1
NP_001328321.1, NM_001341641.1
NP_001328322.1, NM_001341642.1
NP_001328971.1, NM_001340683.1
NP_192811.4, NM_117141.6
NP_194141.2, NM_118542.4
NP_001117316.1, NM_001123844.1
NP_001190931.1, NM_001204002.2
NP_001322891.1, NM_001334700.1
NP_001329923.1, NM_001342390.1
NP_001329924.1, NM_001342385.1
NP_001329925.1, NM_001342386.1
NP_001329926.1, NM_001342387.1
NP_001329927.1, NM_001342388.1
NP_001329928.1, NM_001342389.1
NP_177714.2, NM_106236.3
NP_177750.1, NM_106273.4
NP_195319.1, NM_119761.3
NP_564102.1, NM_101864.3
NP_973482.1, NM_201753.2
NP_200789.2, NM_125373.3
NP_565309.2, NM_126453.5
NP_001078335.1, NM_001084866.1
NP_001078731.1, NM_001085262.2
NP_001331912.1, NM_001344754.1
NP_199608.1, NM_124171.4
NP_567149.2, NM_116216.2
NP_196604.2, NM_121080.3
NP_199218.1, NM_123772.3
NP_201341.1, NM_125936.4
NP_001321462.1, NM_001331331.1
NP_171733.2, NM_100112.3
NP_201447.1, NM_126044.4
NP_180407.1, NM_128400.4
NP_190107.1, NM_114390.3
NP_200876.1, NM_125461.3
NP_194374.1, NM_118777.2
NP_200438.1, NM_125010.3
NP_001320859.1, NM_001334439.1
NP_001320860.1, NM_001334437.1
NP_001320861.1, NM_001334440.1
NP_001320862.1, NM_001334438.1
NP_177175.2, NM_105686.6
NP_850973.1, NM_180642.2
NP_001154613.1, NM_001161141.2
NP_001327773.1, NM_001338038.1
NP_187930.2, NM_112164.3
NP_001319756.1, NM_001339724.1
NP_001327436.1, NM_001339725.1
NP_001327437.1, NM_001339726.1
NP_181471.1, NM_129496.3
NP_187561.1, NM_111784.3
NP_191077.1, NM_115375.5
NP_195881.1, NM_120339.7
NP_974440.1, NM_202711.2
NP_001319957.1, NM_001341093.1
NP_001328664.1, NM_001341096.1
NP_001328665.1, NM_001341094.1
NP_001328666.1, NM_001341095.1
NP_193364.5, NM_117726.5
NP_001331385.1, NM_001343982.1
NP_195506.1, NM_119954.4
NP_568488.2, NM_122560.2
NP_851080.1, NM_180749.4
NP_851081.1, NM_180750.2
NP_001320094.1, NM_001342044.1
NP_001324334.1, NM_001335918.1
NP_001324335.1, NM_001335919.1
NP_001324336.1, NM_001335920.1
NP_200591.2, NM_125168.3
NP_565563.1, NM_127975.2
NP_567857.1, NM_119230.3
NP_001318750.1, NM_001344703.1
NP_001330010.1, NM_001344704.1
NP_199499.3, NM_124059.4
NP_001154300.1, NM_001160828.1
NP_001154301.1, NM_001160829.1
NP_001184972.1, NM_001198043.1
NP_001320318.1, NM_001331317.1
NP_171697.3, NM_100075.8
NP_563908.1, NM_101115.3
NP_001318691.1, NM_001344218.1
NP_173259.1, NM_101681.3
NP_177504.1, NM_106021.2
NP_198593.1, NM_123136.3
NP_564874.1, NM_105311.3
NP_849686.1, NM_179355.1
NP_001320596.1, NM_001334781.1
NP_001320597.1, NM_001334780.1
NP_001320598.1, NM_001334779.1
NP_177866.2, NM_106391.2
NP_568978.2, NM_125775.4
NP_177814.1, NM_106339.4
NP_177815.1, NM_106340.4
NP_001190382.1, NM_001203453.2
NP_001190383.1, NM_001203454.1
NP_187793.1, NM_112020.1
NP_565419.1, NM_127306.4
NP_568444.1, NM_122344.5
NP_181158.1, NM_129174.4
NP_187758.1, NM_111984.5
NP_190826.1, NM_115118.5
NP_001078403.1, NM_001084934.1
NP_197185.1, NM_121689.4
NP_567537.1, NM_117882.3
NP_568671.1, NM_124057.4
NP_001154304.1, NM_001160832.2
NP_001322400.1, NM_001331513.1
NP_171993.1, NM_100379.3
NP_567261.1, NM_116634.4
NP_194960.1, NM_119386.4
NP_197519.1, NM_122026.4
NP_565230.1, NM_106662.5
NP_568162.1, NM_120700.3
NP_568417.1, NM_122140.4
NP_974738.1, NM_203009.3
NP_001190436.2, NM_001203507.2
NP_001190437.1, NM_001203508.1
NP_001318701.1, NM_001344277.1
NP_001319449.1, NM_001337393.1
NP_001325920.1, NM_001337396.1
NP_001325921.1, NM_001337395.1
NP_001325922.1, NM_001337397.1
NP_001325923.1, NM_001337394.1
NP_001331487.1, NM_001343422.1
NP_001331488.1, NM_001343423.1
NP_001331489.1, NM_001343424.1
NP_197083.1, NM_121584.4
NP_566169.1, NM_111096.4
NP_974785.1, NM_203056.3
NP_175856.1, NM_104332.3
NP_198513.1, NM_123055.2
NP_564862.1, NM_105243.4
NP_001328972.1, NM_001341459.1
NP_181023.1, NM_129030.2
NP_193819.1, NM_118205.2
NP_566033.1, NM_130066.3
NP_568759.1, NM_124519.4
NP_973690.1, NM_201961.2
NP_001331166.1, NM_001345594.1
NP_201154.1, NM_125744.3
NP_568736.1, NM_124440.3
NP_680412.1, NM_148107.2
NP_174694.2, NM_103156.3
NP_199806.1, NM_124374.5
NP_192903.1, NM_117235.5
NP_201008.2, NM_125595.4
NP_174094.1, NM_102538.3
NP_190562.1, NM_114853.3
NP_196054.1, NM_120516.4
NP_199131.1, NM_123683.2
NP_201546.1, NM_126145.3
NP_001332356.1, NM_001344872.1
NP_172523.1, NM_100928.4
NP_199820.1, NM_124388.4
NP_201095.1, NM_125684.5
NP_564752.1, NM_104693.3
NP_974919.1, NM_203190.1
NP_001190048.1, NM_001203119.1
NP_175381.1, NM_103846.4
NP_188541.1, NM_112797.5
NP_190622.1, NM_114913.4
NP_001185400.1, NM_001198471.1
NP_565097.1, NM_106154.4
NP_849888.1, NM_179557.4
NP_188573.1, NM_112829.5
NP_001118623.1, NM_001125151.2
NP_001189890.1, NM_001202961.2
NP_001327369.1, NM_001338111.1
NP_001325754.1, NM_001339412.1
NP_001325755.1, NM_001339414.1
NP_001325756.1, NM_001339413.1
NP_001330523.1, NM_001343877.1
NP_190510.3, NM_114801.4
NP_197833.2, NM_122353.5
NP_001330661.1, NM_001344408.1
NP_001330662.1, NM_001344407.1
NP_001330663.1, NM_001344406.1
NP_198977.3, NM_123526.5
NP_564826.1, NM_105091.2
NP_001330902.1, NM_001345345.1
NP_001330903.1, NM_001345346.1
NP_181488.1, NM_129514.3
NP_200743.1, NM_125326.4
NP_001078801.1, NM_001085332.2
NP_196619.1, NM_121095.4
NP_569014.1, NM_125962.4
NP_001321290.1, NM_001332622.1
NP_190383.1, NM_114669.4
NP_564204.1, NM_102228.4
NP_001077518.1, NM_001084049.2
NP_001077558.1, NM_001084089.1
NP_001320787.1, NM_001334632.1
NP_001320788.1, NM_001334633.1
NP_001322622.1, NM_001332351.1
NP_001322623.1, NM_001332353.1
NP_001322624.1, NM_001332352.1
NP_173297.1, NM_101720.8
NP_177556.3, NM_106076.4
NP_001319085.1, NM_001332717.1
NP_001323385.1, NM_001332718.1
NP_001323386.1, NM_001332719.1
NP_173981.1, NM_102421.2
NP_173983.1, NM_102423.3
NP_001322764.1, NM_001331886.1
NP_001322765.1, NM_001331885.1
NP_001322766.1, NM_001331884.1
NP_849630.3, NM_179299.4
NP_175981.2, NM_104462.4
NP_172961.1, NM_101377.5
NP_566602.1, NM_112706.3
NP_001320972.1, NM_001333570.1
NP_564621.1, NM_104182.3
NP_974320.1, NM_202591.2
NP_190012.1, NM_114294.3
NP_197617.1, NM_122130.4
NP_001117204.1, NM_001123732.2
NP_001318900.1, NM_001331250.1
NP_567191.2, NM_116308.4
NP_190449.1, NM_114739.2
NP_197757.1, NM_122273.3
NP_001330121.1, NM_001342780.1
NP_196075.1, NM_120537.3
NP_001322762.1, NM_001334625.1
NP_001322763.1, NM_001334624.1
NP_001330047.1, NM_001343784.1
NP_001330048.1, NM_001343785.1
NP_173285.2, NM_101708.3
NP_177544.1, NM_106063.3
NP_197692.1, NM_122207.3
NP_197693.1, NM_122208.4
NP_172175.1, NM_100567.2
NP_195799.2, NM_120257.5
NP_565934.1, NM_129609.3
NP_001031396.1, NM_001036319.2
NP_001325252.1, NM_001335808.1
NP_001329025.1, NM_001342460.1
NP_179851.2, NM_127831.3
NP_195503.1, NM_119951.3
NP_001324736.1, NM_001335859.1
NP_001329607.1, NM_001342434.1
NP_195433.1, NM_119879.3
NP_565554.1, NM_127927.3
NP_569041.1, NM_126091.4
NP_001031021.2, NM_001035944.2
NP_172563.1, NM_100969.4
NP_176290.1, NM_104774.6
NP_179885.1, NM_127867.5
NP_196476.1, NM_120946.5
NP_201170.1, NM_125760.2
NP_849834.1, NM_179503.3
NP_001154779.1, NM_001161307.1
NP_194414.1, NM_118818.4
NP_200327.1, NM_124898.4
NP_172545.1, NM_100951.4
NP_173748.2, NM_102183.4
NP_177212.2, NM_105723.3
NP_199826.1, NM_124394.3
NP_973893.1, NM_202164.1
NP_001331292.1, NM_001345836.1
NP_190557.1, NM_114848.4
NP_201555.2, NM_126154.4
NP_975008.1, NM_203279.2
NP_189074.1, NM_113337.4
NP_189640.1, NM_113920.2
NP_193084.1, NM_117422.3
NP_001327481.1, NM_001338283.1
NP_566573.1, NM_112609.3
NP_850603.1, NM_180272.2
NP_001078269.1, NM_001084800.2
NP_001190062.1, NM_001203133.1
NP_001327501.1, NM_001339538.1
NP_190756.1, NM_115047.3
NP_974413.1, NM_202684.3
NP_001319630.1, NM_001338683.1
NP_001328591.1, NM_001340855.1
NP_001328592.1, NM_001340854.1
NP_001328593.1, NM_001340853.1
NP_189089.3, NM_113353.8
NP_567403.1, NM_117408.4
NP_849373.1, NM_179042.1
NP_001030957.1, NM_001035880.3
NP_001077534.1, NM_001084065.3
NP_001321792.1, NM_001332112.1
NP_001321793.1, NM_001332113.1
NP_001325364.1, NM_001335147.1
NP_563948.1, NM_101302.3
NP_565291.2, NM_126337.4
NP_001321779.1, NM_001332765.1
NP_001326009.1, NM_001338926.1
NP_001326010.1, NM_001338927.1
NP_174070.1, NM_102514.4
NP_189435.1, NM_113713.4
NP_001319252.1, NM_001333769.1
NP_001322032.1, NM_001333770.1
NP_564714.1, NM_104501.4
NP_849819.1, NM_179488.1
NP_849820.2, NM_179489.2
NP_001320473.1, NM_001333243.1
NP_175127.1, NM_103587.3
NP_568001.1, NM_119799.4
NP_849506.1, NM_179175.2
NP_001030688.1, NM_001035611.2
NP_001321102.1, NM_001333716.1
NP_001321103.1, NM_001333717.1
NP_175948.1, NM_104427.4
NP_187953.1, NM_112190.5
NP_849812.1, NM_179481.2
NP_001077759.1, NM_001084290.2
NP_001318984.1, NM_001332017.1
NP_173837.2, NM_102273.3
NP_568285.1, NM_121312.3
NP_172377.1, NM_100774.2
NP_182302.1, NM_130348.3
NP_001321133.1, NM_001332806.1
NP_174142.1, NM_102586.3
NP_849719.1, NM_179388.2
NP_001154455.1, NM_001160983.2
NP_001322109.1, NM_001334314.1
NP_001322110.1, NM_001334315.1
NP_001323390.1, NM_001332646.1
NP_173843.2, NM_102279.4
NP_174112.1, NM_102556.5
NP_176920.1, NM_105420.3
NP_001319983.1, NM_001341274.1
NP_001320247.1, NM_001331466.1
NP_001324883.1, NM_001335603.1
NP_171913.1, NM_100298.3
NP_179462.2, NM_127428.2
NP_974567.1, NM_202838.1
NP_565380.1, NM_127140.3
NP_001323764.1, NM_001336516.1
NP_180995.1, NM_129000.4
NP_188078.1, NM_112321.3
NP_849729.1, NM_179398.1
NP_001322262.1, NM_001332093.1
NP_027543.2, NM_126399.3
NP_172839.1, NM_101252.3
NP_849656.2, NM_179325.2
NP_849657.1, NM_179326.3
NP_973410.1, NM_201681.2
NP_973819.1, NM_202090.1
NP_001031864.1, NM_001036787.1
NP_190318.1, NM_114602.4
NP_196586.1, NM_121062.5
NP_201306.2, NM_125900.2
NP_850663.1, NM_180332.1
NP_851272.1, NM_180941.3
NP_171650.2, NM_100025.3
NP_192017.1, NM_116338.4
NP_192847.1, NM_117179.3
NP_194110.2, NM_118510.4
NP_001330570.1, NM_001344285.1
NP_172837.1, NM_101250.4
NP_198738.2, NM_123284.4
NP_182018.1, NM_130055.2
NP_193411.1, NM_117780.4
NP_193476.1, NM_117849.4
NP_199548.1, NM_124108.3
NP_001329713.1, NM_001341654.1
NP_179913.1, NM_127896.3
NP_194155.1, NM_118557.4
NP_973521.1, NM_201792.1
NP_194579.1, NM_118992.3
NP_564309.1, NM_102615.3
NP_001077676.1, NM_001084207.1
NP_001329319.1, NM_001342263.1
NP_001329320.1, NM_001342264.1
NP_175081.1, NM_103541.3
NP_567962.1, NM_119588.6
NP_849770.1, NM_179439.4
NP_974679.1, NM_202950.3
NP_201533.1, NM_126132.4
NP_187813.1, NM_112040.2
NP_199745.1, NM_124311.2
NP_568173.2, NM_120753.4
NP_001118683.1, NM_001125211.3
NP_001189821.1, NM_001202892.1
NP_001189955.1, NM_001203026.1
NP_001326887.1, NM_001338649.1
NP_001326888.1, NM_001338650.1
NP_001326889.1, NM_001338651.1
NP_189003.1, NM_113265.1
NP_566272.1, NM_111486.3
NP_850522.1, NM_180191.3
NP_565895.1, NM_129431.2
NP_001325056.1, NM_001336055.1
NP_180198.1, NM_128187.3
NP_001189662.1, NM_001202733.2
NP_001325247.1, NM_001336419.1
NP_001325248.1, NM_001336420.1
NP_565759.1, NM_128857.2
NP_001325634.1, NM_001339430.1
NP_001325635.1, NM_001339429.1
NP_566922.1, NM_114820.4
NP_001319541.1, NM_001338063.1
NP_187969.1, NM_112206.1
NP_191407.1, NM_115710.3
NP_001031914.1, NM_001036837.2
NP_189898.1, NM_114180.3
NP_197581.2, NM_122088.4
NP_001190839.1, NM_001203910.1
NP_194299.1, NM_118701.2
NP_567726.1, NM_118699.4
NP_568774.1, NM_124634.2
NP_974617.1, NM_202888.2
NP_001323358.1, NM_001333723.1
NP_001323359.1, NM_001333722.1
NP_175965.2, NM_104445.3
NP_849815.1, NM_179484.3
NP_849816.1, NM_179485.2
NP_001322371.1, NM_001331913.1
NP_172527.2, NM_100932.4
NP_176228.3, NM_104712.5
NP_973802.1, NM_202073.4
NP_171671.2, NM_100047.4
NP_564815.1, NM_105046.3
NP_974082.1, NM_202353.1
NP_001031080.1, NM_001036003.2
NP_001077581.1, NM_001084112.2
NP_564179.1, NM_102122.4
NP_849699.1, NM_179368.2
NP_001319143.1, NM_001333092.1
NP_001321919.1, NM_001333094.1
NP_001321920.1, NM_001333093.1
NP_174686.1, NM_103148.4
NP_001077792.1, NM_001084323.1
NP_001319344.1, NM_001334354.1
NP_001319345.1, NM_001334355.1
NP_001321733.1, NM_001334249.1
NP_001321734.1, NM_001334248.1
NP_001321770.1, NM_001334356.1
NP_001321771.1, NM_001334357.1
NP_176853.1, NM_105352.3
NP_176987.1, NM_105491.2
NP_001319636.1, NM_001338700.1
NP_001320432.1, NM_001331494.1
NP_001320433.1, NM_001331493.1
NP_001326767.1, NM_001338701.1
NP_171964.1, NM_100350.4
NP_189115.3, NM_113383.4
NP_566018.1, NM_130014.4
NP_001154411.1, NM_001160939.1
NP_001325246.1, NM_001335034.1
NP_175298.2, NM_103761.6
NP_178223.2, NM_126175.4
NP_175827.1, NM_104303.3
NP_191519.1, NM_115822.4
NP_001189633.1, NM_001202704.1
NP_001318312.1, NM_001336212.1
NP_001324467.1, NM_001336682.1
NP_001324648.1, NM_001336213.1
NP_190970.1, NM_115262.3
NP_565875.1, NM_129350.4
NP_850134.2, NM_179803.4
NP_973560.1, NM_201831.2
NP_001077563.1, NM_001084094.2
NP_190657.1, NM_114948.4
NP_564085.1, NM_101804.4
NP_565105.1, NM_106179.4
NP_974147.1, NM_202418.2
NP_001326798.1, NM_001339857.1
NP_001330207.1, NM_001343293.1
NP_191298.1, NM_115599.4
NP_196883.1, NM_121382.3
NP_974450.1, NM_202721.1
NP_174807.1, NM_103271.4
NP_192695.1, NM_117025.6
NP_197748.1, NM_122264.5
NP_194184.2, NM_118586.4
NP_201350.2, NM_125945.5
NP_001332533.1, NM_001345014.1
NP_176591.1, NM_105081.4
NP_200099.1, NM_124665.5
NP_001190769.1, NM_001203840.1
NP_001319993.1, NM_001341322.1
NP_001332734.1, NM_001344631.1
NP_193639.2, NM_118022.5
NP_199369.2, NM_123924.3
NP_001327906.1, NM_001339956.1
NP_001331745.1, NM_001345501.1
NP_567078.1, NM_115790.3
NP_568943.1, NM_125581.2
NP_851243.1, NM_180912.3
NP_196136.1, NM_120599.4
NP_001330572.1, NM_001344110.1
NP_568527.2, NM_122947.4
NP_001077936.1, NM_001084467.2
NP_001077937.1, NM_001084468.1
NP_001077938.1, NM_001084469.1
NP_001190969.1, NM_001204040.1
NP_001323558.1, NM_001335781.1
NP_001323559.1, NM_001335780.1
NP_179785.2, NM_127763.4
NP_195664.2, NM_120114.2
NP_973507.2, NM_201778.3
NP_974715.1, NM_202986.2
NP_001322905.1, NM_001333362.1
NP_175327.3, NM_103790.3
NP_181935.2, NM_129970.4
NP_198680.1, NM_123225.3
NP_001189657.1, NM_001202728.1
NP_001320198.1, NM_001331521.1
NP_172008.1, NM_100394.4
NP_180803.1, NM_128803.4
NP_001322720.1, NM_001332408.1
NP_001322721.1, NM_001332409.1
NP_001322722.1, NM_001332407.1
NP_173410.1, NM_101836.4
NP_973868.1, NM_202139.3
NP_973869.1, NM_202140.2
NP_173638.1, NM_102069.3
NP_177931.1, NM_106457.3
NP_179810.1, NM_127788.4
NP_195688.1, NM_120141.6
NP_001322027.1, NM_001333203.1
NP_001331804.1, NM_001345729.1
NP_174980.3, NM_103440.4
NP_179335.3, NM_127298.5
NP_180923.1, NM_128925.2
NP_201398.1, NM_125994.2
NP_565416.1, NM_127302.3
NP_001030664.1, NM_001035587.3
NP_001030991.2, NM_001035914.2
NP_001077481.1, NM_001084012.1
NP_001077482.1, NM_001084013.1
NP_001117244.1, NM_001123772.2
NP_001318949.1, NM_001331739.1
NP_172267.1, NM_100663.4
NP_187575.2, NM_111798.4
NP_849607.1, NM_179276.2
NP_973786.1, NM_202057.2
NP_001031115.1, NM_001036038.2
NP_001320924.1, NM_001332891.1
NP_174323.1, NM_102771.4
NP_001318995.1, NM_001332082.1
NP_001321621.1, NM_001332083.1
NP_172826.1, NM_101239.4
NP_001077474.1, NM_001084005.3
NP_001318388.1, NM_001336824.1
NP_172200.2, NM_100594.4
NP_565689.1, NM_128551.4
NP_973646.1, NM_201917.1
NP_001319236.1, NM_001333684.1
NP_001323260.1, NM_001331801.1
NP_175894.5, NM_104370.5
NP_187254.1, NM_111477.4
NP_563832.2, NM_100771.4
NP_176393.1, NM_104882.5
NP_179734.1, NM_127711.4
NP_001320403.1, NM_001334679.1
NP_001320404.1, NM_001334680.1
NP_177657.2, NM_106177.4
NP_001031502.1, NM_001036425.2
NP_181264.1, NM_129283.4
NP_187800.1, NM_112027.2
NP_850564.1, NM_180233.3
NP_001030642.1, NM_001035565.3
