SRR,Published,spot_numbers,read_length,URL,SRX,Strategy,Selection,Single_Paired,ILLUMINA,Instrument,SRP,Bioproject,SRS,Biosample,Species,GSM,SRA
SRR5655601,6/9/17 16:23,44643875,252,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655601/SRR5655601.1,SRX2892190,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259950,SAMN07202299,Glycine max,GSM2651544,SRA572005
SRR5655602,6/9/17 16:23,70867206,252,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655602/SRR5655602.1,SRX2892191,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259951,SAMN07202317,Glycine max,GSM2651545,SRA572005
SRR5655603,6/9/17 16:23,36488088,252,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655603/SRR5655603.1,SRX2892192,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259952,SAMN07202318,Glycine max,GSM2651546,SRA572005
SRR5655604,6/9/17 16:23,64318271,252,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655604/SRR5655604.1,SRX2892193,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259953,SAMN07202320,Glycine max,GSM2651547,SRA572005
SRR5655605,6/9/17 16:23,63010894,252,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655605/SRR5655605.1,SRX2892194,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259954,SAMN07202319,Glycine max,GSM2651548,SRA572005
SRR5655606,6/9/17 16:23,35267724,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655606/SRR5655606.1,SRX2892195,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259955,SAMN07202321,Glycine max,GSM2651549,SRA572005
SRR5655607,6/9/17 16:23,36949010,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655607/SRR5655607.1,SRX2892196,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259956,SAMN07202322,Glycine max,GSM2651550,SRA572005
SRR5655608,6/9/17 16:23,33574209,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655608/SRR5655608.1,SRX2892197,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259957,SAMN07202323,Glycine max,GSM2651551,SRA572005
SRR5655609,6/9/17 16:23,32323129,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655609/SRR5655609.1,SRX2892198,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259958,SAMN07202332,Glycine max,GSM2651552,SRA572005
SRR5655610,6/9/17 16:23,43818940,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655610/SRR5655610.1,SRX2892199,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259959,SAMN07202331,Glycine max,GSM2651553,SRA572005
SRR5655611,6/9/17 16:23,25225880,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655611/SRR5655611.1,SRX2892200,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259960,SAMN07202330,Glycine max,GSM2651554,SRA572005
SRR5655612,6/9/17 16:23,34082180,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655612/SRR5655612.1,SRX2892201,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259961,SAMN07202333,Glycine max,GSM2651555,SRA572005
SRR5655613,6/9/17 16:23,32187717,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655613/SRR5655613.1,SRX2892202,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259962,SAMN07202252,Glycine max,GSM2651556,SRA572005
SRR5655614,6/9/17 16:23,29301256,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655614/SRR5655614.1,SRX2892203,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259963,SAMN07202324,Glycine max,GSM2651557,SRA572005
SRR5655615,6/9/17 16:23,28903228,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655615/SRR5655615.1,SRX2892204,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259964,SAMN07202325,Glycine max,GSM2651558,SRA572005
SRR5655616,6/9/17 16:23,42880713,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655616/SRR5655616.1,SRX2892205,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259965,SAMN07202326,Glycine max,GSM2651559,SRA572005
SRR5655617,6/9/17 16:23,28848630,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655617/SRR5655617.1,SRX2892206,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259966,SAMN07202327,Glycine max,GSM2651560,SRA572005
SRR5655618,6/9/17 16:23,24683185,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655618/SRR5655618.1,SRX2892207,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259967,SAMN07202328,Glycine max,GSM2651561,SRA572005
SRR5655619,6/9/17 16:23,39622508,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655619/SRR5655619.1,SRX2892208,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259968,SAMN07202329,Glycine max,GSM2651562,SRA572005
SRR5655620,6/9/17 16:23,28590400,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655620/SRR5655620.1,SRX2892209,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259969,SAMN07202301,Glycine max,GSM2651563,SRA572005
SRR5655621,6/9/17 16:23,29943276,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655621/SRR5655621.1,SRX2892210,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259970,SAMN07202300,Glycine max,GSM2651564,SRA572005
SRR5655622,6/9/17 16:23,26014531,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655622/SRR5655622.1,SRX2892211,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259971,SAMN07202302,Glycine max,GSM2651565,SRA572005
SRR5655623,6/9/17 16:23,24653788,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655623/SRR5655623.1,SRX2892212,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259972,SAMN07202303,Glycine max,GSM2651566,SRA572005
SRR5655624,6/9/17 16:23,28383203,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655624/SRR5655624.1,SRX2892213,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259973,SAMN07202304,Glycine max,GSM2651567,SRA572005
SRR5655625,6/9/17 16:23,25811733,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655625/SRR5655625.1,SRX2892214,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259974,SAMN07202305,Glycine max,GSM2651568,SRA572005
SRR5655626,6/9/17 16:23,26770058,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655626/SRR5655626.1,SRX2892215,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259975,SAMN07202306,Glycine max,GSM2651569,SRA572005
SRR5655627,6/9/17 16:23,28494574,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655627/SRR5655627.1,SRX2892216,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259976,SAMN07202262,Glycine max,GSM2651570,SRA572005
SRR5655628,6/9/17 16:23,31571101,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655628/SRR5655628.1,SRX2892217,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259977,SAMN07202261,Glycine max,GSM2651571,SRA572005
SRR5655629,6/9/17 16:23,42621875,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655629/SRR5655629.1,SRX2892218,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259978,SAMN07202260,Glycine max,GSM2651572,SRA572005
SRR5655630,6/9/17 16:23,23943941,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655630/SRR5655630.1,SRX2892219,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259979,SAMN07202259,Glycine max,GSM2651573,SRA572005
SRR5655631,6/9/17 16:23,22366748,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655631/SRR5655631.1,SRX2892220,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259980,SAMN07202258,Glycine max,GSM2651574,SRA572005
SRR5655632,6/9/17 16:23,24911096,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655632/SRR5655632.1,SRX2892221,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259981,SAMN07202257,Glycine max,GSM2651575,SRA572005
SRR5655633,6/9/17 16:23,22643466,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655633/SRR5655633.1,SRX2892222,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259982,SAMN07202256,Glycine max,GSM2651576,SRA572005
SRR5655634,6/9/17 16:23,26126232,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655634/SRR5655634.1,SRX2892223,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259983,SAMN07202255,Glycine max,GSM2651577,SRA572005
SRR5655635,6/9/17 16:23,26581871,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655635/SRR5655635.1,SRX2892224,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259984,SAMN07202254,Glycine max,GSM2651578,SRA572005
SRR5655636,6/9/17 16:23,30719815,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655636/SRR5655636.1,SRX2892225,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259985,SAMN07202253,Glycine max,GSM2651579,SRA572005
SRR5655637,6/9/17 16:23,24481958,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655637/SRR5655637.1,SRX2892226,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259986,SAMN07202353,Glycine max,GSM2651580,SRA572005
SRR5655638,6/9/17 16:23,29870734,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655638/SRR5655638.1,SRX2892227,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259987,SAMN07202352,Glycine max,GSM2651581,SRA572005
SRR5655639,6/9/17 16:23,29675192,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655639/SRR5655639.1,SRX2892228,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259988,SAMN07202351,Glycine max,GSM2651582,SRA572005
SRR5655640,6/9/17 16:23,40720401,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655640/SRR5655640.1,SRX2892229,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259989,SAMN07202350,Glycine max,GSM2651583,SRA572005
SRR5655641,6/9/17 16:23,38838586,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655641/SRR5655641.1,SRX2892230,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259990,SAMN07202349,Glycine max,GSM2651584,SRA572005
SRR5655642,6/9/17 16:23,16355647,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655642/SRR5655642.1,SRX2892231,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259991,SAMN07202348,Glycine max,GSM2651585,SRA572005
SRR5655643,6/9/17 16:23,31272756,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655643/SRR5655643.1,SRX2892232,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259992,SAMN07202347,Glycine max,GSM2651586,SRA572005
SRR5655644,6/9/17 16:23,41471710,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655644/SRR5655644.1,SRX2892233,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259993,SAMN07202346,Glycine max,GSM2651587,SRA572005
SRR5655645,6/9/17 16:23,43927068,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655645/SRR5655645.1,SRX2892234,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259994,SAMN07202345,Glycine max,GSM2651588,SRA572005
SRR5655646,6/9/17 16:23,45926930,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655646/SRR5655646.1,SRX2892235,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259995,SAMN07202344,Glycine max,GSM2651589,SRA572005
SRR5655647,6/9/17 16:23,39168304,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655647/SRR5655647.1,SRX2892236,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259996,SAMN07202343,Glycine max,GSM2651590,SRA572005
SRR5655648,6/9/17 16:23,23342275,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655648/SRR5655648.1,SRX2892237,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259997,SAMN07202342,Glycine max,GSM2651591,SRA572005
SRR5655649,6/9/17 16:23,18820293,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655649/SRR5655649.1,SRX2892238,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259998,SAMN07202341,Glycine max,GSM2651592,SRA572005
SRR5655650,6/9/17 16:23,13018129,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655650/SRR5655650.1,SRX2892239,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2259999,SAMN07202340,Glycine max,GSM2651593,SRA572005
SRR5655651,6/9/17 16:23,29578196,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655651/SRR5655651.1,SRX2892240,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2260000,SAMN07202339,Glycine max,GSM2651594,SRA572005
SRR5655652,6/9/17 16:23,52875393,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655652/SRR5655652.1,SRX2892241,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2260001,SAMN07202338,Glycine max,GSM2651595,SRA572005
SRR5655653,6/9/17 16:23,33668604,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655653/SRR5655653.1,SRX2892242,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2260003,SAMN07202337,Glycine max,GSM2651596,SRA572005
SRR5655654,6/9/17 16:23,34237997,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655654/SRR5655654.1,SRX2892243,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2260002,SAMN07202336,Glycine max,GSM2651597,SRA572005
SRR5655655,6/9/17 16:23,24384754,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655655/SRR5655655.1,SRX2892244,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2260004,SAMN07202335,Glycine max,GSM2651598,SRA572005
SRR5655656,6/9/17 16:23,35225863,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655656/SRR5655656.1,SRX2892245,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2260005,SAMN07202334,Glycine max,GSM2651599,SRA572005
SRR5655657,6/9/17 16:23,15467540,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655657/SRR5655657.1,SRX2892246,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2260006,SAMN07202316,Glycine max,GSM2651600,SRA572005
SRR5655658,6/9/17 16:23,35222071,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655658/SRR5655658.1,SRX2892247,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2260007,SAMN07202315,Glycine max,GSM2651601,SRA572005
SRR5655659,6/9/17 16:23,42861098,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655659/SRR5655659.1,SRX2892248,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2260008,SAMN07202314,Glycine max,GSM2651602,SRA572005
SRR5655660,6/9/17 16:23,47351305,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655660/SRR5655660.1,SRX2892249,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2260009,SAMN07202313,Glycine max,GSM2651603,SRA572005
SRR5655661,6/9/17 16:23,34791550,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655661/SRR5655661.1,SRX2892250,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2260010,SAMN07202312,Glycine max,GSM2651604,SRA572005
SRR5655662,6/9/17 16:23,37190413,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655662/SRR5655662.1,SRX2892251,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2260011,SAMN07202311,Glycine max,GSM2651605,SRA572005
SRR5655663,6/9/17 16:23,33758225,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655663/SRR5655663.1,SRX2892252,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2260012,SAMN07202310,Glycine max,GSM2651606,SRA572005
SRR5655664,6/9/17 16:23,24009516,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655664/SRR5655664.1,SRX2892253,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2260013,SAMN07202309,Glycine max,GSM2651607,SRA572005
SRR5655665,6/9/17 16:23,19759796,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655665/SRR5655665.1,SRX2892254,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2260014,SAMN07202308,Glycine max,GSM2651608,SRA572005
SRR5655666,6/9/17 16:23,24212254,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5655666/SRR5655666.1,SRX2892255,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP108748,PRJNA389558,SRS2260015,SAMN07202307,Glycine max,GSM2651609,SRA572005
SRR1586229,1/22/16 16:31,18568462,150,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1586229/SRR1586229.1,SRX710533,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP047509,PRJNA262139,SRS709281,SAMN03081280,Gossypium hirsutum,GSM1513581,SRA185913
SRR1586230,1/22/16 16:31,19341992,150,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1586230/SRR1586230.1,SRX710534,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP047509,PRJNA262139,SRS709279,SAMN03081281,Gossypium hirsutum,GSM1513582,SRA185913
SRR6924827,4/3/18 17:39,4311008,102,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR6924827/SRR6924827.1,SRX3871362,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP136891,PRJNA448335,SRS3113473,SAMN08828768,Helianthus annuus,GSM3073228,SRA679240
SRR6924828,4/3/18 17:39,4326826,102,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR6924828/SRR6924828.1,SRX3871362,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP136891,PRJNA448335,SRS3113473,SAMN08828768,Helianthus annuus,GSM3073228,SRA679240
SRR6924829,4/3/18 17:39,3753190,102,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR6924829/SRR6924829.1,SRX3871363,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP136891,PRJNA448335,SRS3113474,SAMN08828767,Helianthus annuus,GSM3073229,SRA679240
SRR6924830,4/3/18 17:39,3758762,102,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR6924830/SRR6924830.1,SRX3871363,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP136891,PRJNA448335,SRS3113474,SAMN08828767,Helianthus annuus,GSM3073229,SRA679240
SRR6924831,4/3/18 17:39,3298767,102,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR6924831/SRR6924831.1,SRX3871364,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP136891,PRJNA448335,SRS3113475,SAMN08828766,Helianthus annuus,GSM3073230,SRA679240
SRR6924832,4/3/18 17:39,3299909,102,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR6924832/SRR6924832.1,SRX3871364,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP136891,PRJNA448335,SRS3113475,SAMN08828766,Helianthus annuus,GSM3073230,SRA679240
SRR1565783,12/10/15 18:36,88070540,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR1565783/SRR1565783.1,SRX692835,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP046221,PRJNA260255,SRS694561,SAMN03019548,Jatropha curcas,GSM1496861,SRA181595
SRR1565784,12/10/15 18:36,87797814,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR1565784/SRR1565784.1,SRX692836,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP046221,PRJNA260255,SRS694562,SAMN03019549,Jatropha curcas,GSM1496862,SRA181595
SRR1565785,12/10/15 18:36,73315468,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR1565785/SRR1565785.1,SRX692837,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP046221,PRJNA260255,SRS694564,SAMN03019550,Jatropha curcas,GSM1496863,SRA181595
SRR1565786,12/10/15 18:36,70667001,50,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR1565786/SRR1565786.1,SRX692838,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP046221,PRJNA260255,SRS694563,SAMN03019551,Jatropha curcas,GSM1496864,SRA181595
